Day,曲順,候補曲ID,披露期待ポイント,曲順補正済み披露期待ポイント,日付別補正済みポイント累計,補正済みポイント累計,楽曲名,キャスト
1,1,155,3.0,3.1111111111111107,3.1111111111111107,3.1111111111111107,未来飛行,山崎はるか
1,2,162,2.0,2.148148148148148,5.259259259259259,5.259259259259259,Paradox of LOVE,駒形友梨、野村香菜子、末柄里恵、愛美
1,3,109,4.0,4.444444444444445,9.703703703703702,9.703703703703702,STANDING ALIVE,角元明日香、中村温姫、近藤唯、山口立花子
1,4,127,4.0,4.592592592592593,14.296296296296294,14.296296296296294,微笑み日和,郁原ゆう
1,5,132,4.0,4.7407407407407405,19.037037037037035,19.037037037037035,鳥籠スクリプチュア,小岩井ことり
1,6,77,5.0,6.111111111111112,25.148148148148145,25.148148148148145,バトンタッチ,麻倉もも、小笠原早紀、駒形友梨、原嶋あかり、桐谷蝶々
1,7,71,5.0,6.296296296296297,31.444444444444443,31.444444444444443,Home is a coming now!,渡部優衣
1,8,80,5.0,6.481481481481481,37.925925925925924,37.925925925925924,電波感傷,南早紀、香里有佐
1,9,48,6.0,8.0,45.925925925925924,45.925925925925924,おまじない,木戸衣吹
1,10,38,6.0,8.222222222222221,54.148148148148145,54.148148148148145,Bonnes! Bonnes!! Vacances!!!,Machico、大関英里、浜崎奈々
1,11,23,7.0,9.851851851851851,64.0,64.0,Cut. Cut. Cut.,阿部里果、渡部恵子
1,12,49,6.0,8.666666666666666,72.66666666666667,72.66666666666667,はぴ！やば！まいまいんど！,夏川椎菜、田村奈央、愛美
1,13,31,6.666666666666667,9.876543209876543,82.54320987654322,82.54320987654322,聖ミリオン女学園校歌,近藤唯、斉藤佑圭
1,14,47,6.0,9.11111111111111,91.65432098765433,91.65432098765433,WHY?,山口立花子
1,15,21,7.6923076923076925,11.965811965811966,103.6201329534663,103.6201329534663,サウンド・オブ・ビギニング,Machico、麻倉もも、中村温姫、渡部優衣、野村香菜子、稲川英里、桐谷蝶々、渡部恵子
1,16,30,6.923076923076923,11.025641025641026,114.64577397910732,114.64577397910732,Supersonic Booster!,角元明日香、夏川椎菜、伊藤美来、田村奈央、阿部里果、平山笑美、愛美
1,17,20,7.6923076923076925,12.535612535612536,127.18138651471986,127.18138651471986,オレンジ・エピソード,大関英里、駒形友梨、小岩井ことり、雨宮天、木戸衣吹、浜崎奈々、斉藤佑圭、南早紀
1,18,11,8.333333333333334,13.88888888888889,141.07027540360875,141.07027540360875,Like twinkling STARS,山崎はるか、藤井ゆきよ、小笠原早紀、原嶋あかり、郁原ゆう、末柄里恵、近藤唯、山口立花子、香里有佐
1,19,75,5.0,8.518518518518519,149.58879392212725,149.58879392212725,たんけんぼうけん☆ハイホー隊,稲川英里
