Day,曲順,候補曲ID,披露期待ポイント,曲順補正済み披露期待ポイント,日付別補正済みポイント累計,補正済みポイント累計,楽曲名,キャスト
1,1,144,3.0,3.1111111111111107,3.1111111111111107,3.1111111111111107,アニマル☆ステイション！,原嶋あかり
1,2,111,4.0,4.296296296296296,7.4074074074074066,7.4074074074074066,Sweet Sweet Soul,麻倉もも、小笠原早紀、稲川英里
1,3,127,4.0,4.444444444444445,11.851851851851851,11.851851851851851,微笑み日和,郁原ゆう
1,4,84,4.875,5.597222222222222,17.449074074074073,17.449074074074073,カワラナイモノ,駒形友梨、浜崎奈々、近藤唯
1,5,71,5.0,5.925925925925926,23.375,23.375,Home is a coming now!,渡部優衣
1,6,69,5.0,6.111111111111112,29.48611111111111,29.48611111111111,Come on a Tea Party!,麻倉もも
1,7,75,5.0,6.296296296296297,35.782407407407405,35.782407407407405,たんけんぼうけん☆ハイホー隊,稲川英里
1,8,63,6.0,7.777777777777778,43.56018518518518,43.56018518518518,矛盾の月,小岩井ことり、郁原ゆう、南早紀
1,9,67,5.2,6.933333333333334,50.49351851851851,50.49351851851851,シークレットジュエル 〜魅惑の金剛石〜,山崎はるか、桐谷蝶々、渡部恵子、香里有佐
1,10,50,6.0,8.222222222222221,58.715740740740735,58.715740740740735,カンパリーナ♡,野村香菜子、末柄里恵、平山笑美
1,11,49,6.0,8.444444444444445,67.16018518518518,67.16018518518518,はぴ！やば！まいまいんど！,夏川椎菜、田村奈央、愛美
1,12,51,6.0,8.666666666666666,75.82685185185186,75.82685185185186,ゲキテキ！ムテキ！恋したい！,角元明日香、中村温姫、原嶋あかり
1,13,46,6.0,8.88888888888889,84.71574074074074,84.71574074074074,vivid color,駒形友梨
1,14,64,6.0,9.11111111111111,93.82685185185186,93.82685185185186,赤い世界が消える頃,大関英里、木戸衣吹、阿部里果、近藤唯、平山笑美
1,15,29,7.0,10.88888888888889,104.71574074074074,104.71574074074074,空想文学少女,伊藤美来
1,16,27,7.0,11.148148148148149,115.8638888888889,115.8638888888889,エスケープ,藤井ゆきよ、愛美
1,17,28,7.0,11.407407407407408,127.2712962962963,127.2712962962963,ビギナーズ☆ストライク,斉藤佑圭
1,18,47,6.0,10.0,137.2712962962963,137.2712962962963,WHY?,山口立花子
1,19,21,7.6923076923076925,13.105413105413106,150.3767094017094,150.3767094017094,サウンド・オブ・ビギニング,Machico、麻倉もも、中村温姫、渡部優衣、野村香菜子、稲川英里、桐谷蝶々、渡部恵子
1,20,30,6.923076923076923,12.051282051282051,162.42799145299145,162.42799145299145,Supersonic Booster!,角元明日香、夏川椎菜、伊藤美来、田村奈央、阿部里果、平山笑美、愛美
1,21,20,7.6923076923076925,13.675213675213675,176.10320512820513,176.10320512820513,オレンジ・エピソード,大関英里、駒形友梨、小岩井ことり、雨宮天、木戸衣吹、浜崎奈々、斉藤佑圭、南早紀
1,22,11,8.333333333333334,15.12345679012346,191.2266619183286,191.2266619183286,Like twinkling STARS,山崎はるか、藤井ゆきよ、小笠原早紀、原嶋あかり、郁原ゆう、末柄里恵、近藤唯、山口立花子、香里有佐
1,23,59,6.0,11.11111111111111,202.33777302943972,202.33777302943972,恋のLesson初級編,Machico
1,24,26,7.0,13.222222222222221,215.55999525166195,215.55999525166195,あのね、聞いてほしいことがあるんだ,田村奈央
1,25,22,7.0,13.481481481481483,229.04147673314344,229.04147673314344,...In The Name Of。 ...LOVE?,阿部里果
