Day,曲順,候補曲ID,披露期待ポイント,曲順補正済み披露期待ポイント,日付別補正済みポイント累計,補正済みポイント累計,楽曲名,キャスト
1,1,45,6.0,6.222222222222221,6.222222222222221,6.222222222222221,Starry Melody,山崎はるか、麻倉もも、小笠原早紀、雨宮天、稲川英里、末柄里恵、桐谷蝶々、渡部恵子
1,2,43,6.0,6.444444444444444,12.666666666666664,12.666666666666664,Precious Grain,田所あずさ
1,3,48,6.0,6.666666666666667,19.333333333333332,19.333333333333332,おまじない,木戸衣吹
1,4,56,6.0,6.888888888888889,26.22222222222222,26.22222222222222,メメント？モメント♪ルルルルル☆,山崎はるか、諏訪彩花、桐谷蝶々
1,5,54,6.0,7.111111111111111,33.33333333333333,33.33333333333333,デコレーション・ドリ〜ミンッ♪,渡部恵子
1,6,41,6.0,7.333333333333334,40.666666666666664,40.666666666666664,dear...,髙橋ミナミ
1,7,42,6.0,7.555555555555555,48.22222222222222,48.22222222222222,My Evolution,角元明日香、上田麗奈、戸田めぐみ、浜崎奈々
1,8,50,6.0,7.777777777777778,56.0,56.0,カンパリーナ♡,野村香菜子、末柄里恵、平山笑美
1,9,60,6.0,8.0,64.0,64.0,春風満帆スターティング,田所あずさ、浜崎奈々、斉藤佑圭
1,10,35,6.4,8.77037037037037,72.77037037037037,72.77037037037037,Criminally Dinner 〜正餐とイーヴルナイフ〜,田所あずさ、原嶋あかり、戸田めぐみ、近藤唯
1,11,37,6.4,9.007407407407408,81.77777777777779,81.77777777777779,紙・心・ペン・心 - SHISHINPENSHIN -,駒形友梨、村川梨衣、浜崎奈々、平山笑美
1,12,31,6.666666666666667,9.62962962962963,91.40740740740742,91.40740740740742,聖ミリオン女学園校歌,近藤唯、斉藤佑圭
1,13,27,7.0,10.37037037037037,101.77777777777779,101.77777777777779,エスケープ,藤井ゆきよ、愛美
1,14,29,7.0,10.62962962962963,112.40740740740742,112.40740740740742,空想文学少女,伊藤美来
1,15,23,7.0,10.88888888888889,123.2962962962963,123.2962962962963,Cut. Cut. Cut.,阿部里果、渡部恵子
1,16,26,7.0,11.148148148148149,134.44444444444446,134.44444444444446,あのね、聞いてほしいことがあるんだ,田村奈央
