Day,曲順,候補曲ID,披露期待ポイント,曲順補正済み披露期待ポイント,日付別補正済みポイント累計,補正済みポイント累計,楽曲名,キャスト
1,1,150,3.0,3.1111111111111107,3.1111111111111107,3.1111111111111107,マイペース☆マイウェイ,浜崎奈々
1,2,155,3.0,3.222222222222222,6.333333333333332,6.333333333333332,未来飛行,山崎はるか
1,3,101,4.0,4.444444444444445,10.777777777777777,10.777777777777777,FIND YOUR WIND!,平山笑美
1,4,77,5.0,5.7407407407407405,16.51851851851852,16.51851851851852,バトンタッチ,麻倉もも、小笠原早紀、駒形友梨、原嶋あかり、桐谷蝶々
1,5,132,4.0,4.7407407407407405,21.25925925925926,21.25925925925926,鳥籠スクリプチュア,小岩井ことり
1,6,117,4.0,4.888888888888889,26.14814814814815,26.14814814814815,スタートリップ,愛美
1,7,130,4.0,5.037037037037037,31.185185185185187,31.185185185185187,教えてlast note…,近藤唯
1,8,147,3.0,3.888888888888889,35.074074074074076,35.074074074074076,サンリズム・オーケストラ♪,Machico、角元明日香、大関英里、夏川椎菜、中村温姫、原嶋あかり、郁原ゆう、田村奈央、木戸衣吹、渡部優衣、浜崎奈々、山口立花子、香里有佐
1,9,50,6.0,8.0,43.074074074074076,43.074074074074076,カンパリーナ♡,野村香菜子、末柄里恵、平山笑美
1,10,69,5.0,6.851851851851851,49.925925925925924,49.925925925925924,Come on a Tea Party!,麻倉もも
1,11,75,5.0,7.037037037037037,56.96296296296296,56.96296296296296,たんけんぼうけん☆ハイホー隊,稲川英里
1,12,53,6.0,8.666666666666666,65.62962962962963,65.62962962962963,スペードのQ,郁原ゆう、雨宮天、斉藤佑圭
1,13,30,6.923076923076923,10.256410256410255,75.8860398860399,75.8860398860399,Supersonic Booster!,角元明日香、夏川椎菜、伊藤美来、田村奈央、阿部里果、平山笑美、愛美
1,14,72,5.0,7.5925925925925934,83.47863247863249,83.47863247863249,P.S I Love You,小岩井ことり、野村香菜子、近藤唯
1,15,46,6.0,9.333333333333334,92.81196581196582,92.81196581196582,vivid color,駒形友梨
1,16,47,6.0,9.555555555555555,102.36752136752138,102.36752136752138,WHY?,山口立花子
