Day,曲順,候補曲ID,披露期待ポイント,曲順補正済み披露期待ポイント,日付別補正済みポイント累計,補正済みポイント累計,楽曲名,キャスト
1,27,11,8.333333333333334,16.666666666666668,261.7175925925926,261.7175925925926,Like twinkling STARS,山崎はるか、藤井ゆきよ、小笠原早紀、原嶋あかり、郁原ゆう、末柄里恵、近藤唯、山口立花子、香里有佐
2,1,116,4.0,4.148148148148148,4.148148148148148,265.86574074074076,オーディナリィ・クローバー,田所あずさ、夏川椎菜、桐谷蝶々、山口立花子、香里有佐
2,2,117,4.0,4.296296296296296,8.444444444444443,270.16203703703707,スタートリップ,愛美
2,3,72,5.0,5.555555555555555,13.999999999999998,275.7175925925926,P.S I Love You,小岩井ことり、野村香菜子、近藤唯
2,4,87,4.5,5.166666666666667,19.166666666666664,280.8842592592593,KING of SPADE,小笠原早紀、末柄里恵、南早紀
2,5,147,3.0,3.5555555555555554,22.72222222222222,284.43981481481484,サンリズム・オーケストラ♪,Machico、角元明日香、大関英里、夏川椎菜、中村温姫、原嶋あかり、郁原ゆう、田村奈央、木戸衣吹、渡部優衣、浜崎奈々、山口立花子、香里有佐
2,6,131,4.0,4.888888888888889,27.61111111111111,289.32870370370375,餞の鳥,田所あずさ、愛美
2,7,56,6.0,7.555555555555555,35.166666666666664,296.8842592592593,メメント？モメント♪ルルルルル☆,山崎はるか、諏訪彩花、桐谷蝶々
2,8,41,6.0,7.777777777777778,42.94444444444444,304.66203703703707,dear...,髙橋ミナミ
2,9,58,6.0,8.0,50.94444444444444,312.66203703703707,創造は始まりの風を連れて,麻倉もも、中村温姫、伊藤美来、村川梨衣、小岩井ことり
2,10,43,6.0,8.222222222222221,59.166666666666664,320.8842592592593,Precious Grain,田所あずさ
2,11,52,6.0,8.444444444444445,67.61111111111111,329.32870370370375,ショコラブル＊イブ,山崎はるか、藤井ゆきよ、小笠原早紀、夏川椎菜、駒形友梨
2,12,38,6.0,8.666666666666666,76.27777777777779,337.99537037037044,Bonnes! Bonnes!! Vacances!!!,Machico、大関英里、浜崎奈々
2,13,18,8.0,11.851851851851851,88.12962962962963,349.8472222222223,夢みがちBride,上田麗奈、渡部優衣、桐谷蝶々、阿部里果
2,14,31,6.666666666666667,10.123456790123457,98.25308641975309,359.9706790123457,聖ミリオン女学園校歌,近藤唯、斉藤佑圭
2,15,25,7.0,10.88888888888889,109.14197530864197,370.85956790123464,piece of cake,雨宮天、平山笑美
2,16,8,10.0,15.925925925925926,125.0679012345679,386.78549382716056,オレンジノキオク,種田梨沙、藤井ゆきよ、伊藤美来、稲川英里、末柄里恵
2,17,68,5.0,8.148148148148149,133.21604938271605,394.9336419753087,catch my feeling,中村温姫、村川梨衣、渡部優衣、野村香菜子、髙橋ミナミ、渡部恵子
2,18,14,8.0,13.333333333333332,146.5493827160494,408.26697530864203,Dance in the Light,駒形友梨、戸田めぐみ、山口立花子、斉藤佑圭
2,19,16,8.0,13.62962962962963,160.179012345679,421.89660493827165,ミスティック・セレモニーへの招待状,Machico、小岩井ことり、木戸衣吹、平山笑美
2,20,15,8.0,13.925925925925926,174.10493827160494,435.8225308641976,Vacation VS Summer 〜ナツとヤスミのアンビバレント！〜,諏訪彩花、稲川英里、浜崎奈々、南早紀
2,21,10,10.0,17.77777777777778,191.8827160493827,453.60030864197535,ミステイク・マーダー！,山崎はるか、種田梨沙、伊藤美来、雨宮天、末柄里恵
2,22,9,10.0,18.14814814814815,210.03086419753086,471.7484567901235,美！美！美！ビルドUP!!,上田麗奈
2,23,19,8.0,14.814814814814815,224.84567901234567,486.56327160493834,解夏傀儡,原嶋あかり、髙橋ミナミ、阿部里果、渡部恵子
2,24,6,10.0,18.88888888888889,243.73456790123456,505.45216049382725,アイドルは、かく語りき,村川梨衣
2,25,3,10.0,19.25925925925926,262.9938271604938,524.7114197530865,Sing a Wing Song,種田梨沙
2,26,1,10.0,19.629629629629626,282.62345679012344,544.3410493827162,Clover Days,麻倉もも、上田麗奈、雨宮天、木戸衣吹
2,27,4,10.0,20.0,302.62345679012344,564.3410493827162,Unknown Boxの開き方,角元明日香、諏訪彩花、郁原ゆう、田村奈央、斉藤佑圭
