Day,曲順,候補曲ID,披露期待ポイント,曲順補正済み披露期待ポイント,日付別補正済みポイント累計,補正済みポイント累計,楽曲名,キャスト
1,1,111,4.0,4.148148148148148,4.148148148148148,4.148148148148148,Sweet Sweet Soul,麻倉もも、小笠原早紀、稲川英里
1,2,129,4.0,4.296296296296296,8.444444444444443,8.444444444444443,想い出はクリアスカイ,角元明日香、桐谷蝶々
1,3,80,5.0,5.555555555555555,13.999999999999998,13.999999999999998,電波感傷,南早紀、香里有佐
1,4,106,4.0,4.592592592592593,18.59259259259259,18.59259259259259,Princess Be Ambitious!!,山崎はるか、大関英里、伊藤美来、駒形友梨、原嶋あかり、郁原ゆう、木戸衣吹、渡部優衣、浜崎奈々
1,5,70,5.0,5.925925925925926,24.51851851851852,24.51851851851852,ENTER→PLEASURE,夏川椎菜
1,6,109,4.0,4.888888888888889,29.40740740740741,29.40740740740741,STANDING ALIVE,角元明日香、中村温姫、近藤唯、山口立花子
1,7,87,4.5,5.666666666666667,35.074074074074076,35.074074074074076,KING of SPADE,小笠原早紀、末柄里恵、南早紀
1,8,85,4.8,6.222222222222222,41.2962962962963,41.2962962962963,星屑のシンフォニア,駒形友梨、小岩井ことり、野村香菜子、斉藤佑圭
1,9,124,4.0,5.333333333333333,46.62962962962963,46.62962962962963,ライアー・ルージュ,雨宮天
1,10,39,6.0,8.222222222222221,54.851851851851855,54.851851851851855,CHEER UP! HEARTS UP! <req.>,夏川椎菜、木戸衣吹、愛美
1,11,47,6.0,8.444444444444445,63.2962962962963,63.2962962962963,WHY?,山口立花子
1,12,46,6.0,8.666666666666666,71.96296296296296,71.96296296296296,vivid color,駒形友梨
1,13,38,6.0,8.88888888888889,80.85185185185185,80.85185185185185,Bonnes! Bonnes!! Vacances!!!,Machico、大関英里、浜崎奈々
1,14,49,6.0,9.11111111111111,89.96296296296296,89.96296296296296,はぴ！やば！まいまいんど！,夏川椎菜、田村奈央、愛美
1,15,31,6.666666666666667,10.37037037037037,100.33333333333333,100.33333333333333,聖ミリオン女学園校歌,近藤唯、斉藤佑圭
1,16,51,6.0,9.555555555555555,109.88888888888889,109.88888888888889,ゲキテキ！ムテキ！恋したい！,角元明日香、中村温姫、原嶋あかり
1,17,23,7.0,11.407407407407408,121.29629629629629,121.29629629629629,Cut. Cut. Cut.,阿部里果、渡部恵子
1,18,27,7.0,11.666666666666666,132.96296296296296,132.96296296296296,エスケープ,藤井ゆきよ、愛美
1,19,26,7.0,11.925925925925926,144.88888888888889,144.88888888888889,あのね、聞いてほしいことがあるんだ,田村奈央
1,20,25,7.0,12.185185185185185,157.07407407407408,157.07407407407408,piece of cake,雨宮天、平山笑美
1,21,29,7.0,12.444444444444443,169.51851851851853,169.51851851851853,空想文学少女,伊藤美来
1,22,21,7.6923076923076925,13.960113960113961,183.4786324786325,183.4786324786325,サウンド・オブ・ビギニング,Machico、麻倉もも、中村温姫、渡部優衣、野村香菜子、稲川英里、桐谷蝶々、渡部恵子
1,23,11,8.333333333333334,15.4320987654321,198.9107312440646,198.9107312440646,Like twinkling STARS,山崎はるか、藤井ゆきよ、小笠原早紀、原嶋あかり、郁原ゆう、末柄里恵、近藤唯、山口立花子、香里有佐
1,24,28,7.0,13.222222222222221,212.13295346628684,212.13295346628684,ビギナーズ☆ストライク,斉藤佑圭
1,25,22,7.0,13.481481481481483,225.61443494776833,225.61443494776833,...In The Name Of。 ...LOVE?,阿部里果
1,26,16,8.0,15.703703703703702,241.31813865147203,241.31813865147203,ミスティック・セレモニーへの招待状 <req.>,Machico、小岩井ことり、木戸衣吹、平山笑美
1,27,13,8.25,16.5,257.81813865147205,257.81813865147205,花びらメモリーズ,大関英里、藤井ゆきよ、渡部恵子、南早紀
2,1,98,4.0,4.148148148148148,4.148148148148148,261.9662867996202,Eternal Harmony,諏訪彩花、郁原ゆう、末柄里恵、愛美
2,2,118,4.0,4.296296296296296,8.444444444444443,266.2625830959165,ドリームトラベラー,大関英里、原嶋あかり、田村奈央、髙橋ミナミ
2,3,94,4.125,4.583333333333334,13.027777777777777,270.8459164292498,真夏のダイヤ☆,種田梨沙、山口立花子
2,4,72,5.0,5.7407407407407405,18.76851851851852,276.5866571699906,P.S I Love You,小岩井ことり、野村香菜子、近藤唯
2,5,131,4.0,4.7407407407407405,23.50925925925926,281.32739791073135,餞の鳥,田所あずさ、愛美
2,6,67,5.2,6.355555555555556,29.864814814814814,287.6829534662869,シークレットジュエル 〜魅惑の金剛石〜,山崎はるか、桐谷蝶々、渡部恵子、香里有佐
2,7,152,3.0,3.7777777777777777,33.64259259259259,291.4607312440647,夜に輝く星座のように,村川梨衣、渡部優衣
2,8,59,6.0,7.777777777777778,41.42037037037037,299.23850902184245,恋のLesson初級編,Machico
2,9,64,6.0,8.0,49.42037037037037,307.23850902184245,赤い世界が消える頃,大関英里、木戸衣吹、阿部里果、近藤唯、平山笑美
2,10,116,4.0,5.481481481481481,54.90185185185185,312.7199905033239,オーディナリィ・クローバー,田所あずさ、夏川椎菜、桐谷蝶々、山口立花子、香里有佐
2,11,34,6.4,9.007407407407408,63.90925925925926,321.7273979107313,Clover's Cry 〜神と神降ろしの少女〜,田村奈央、渡部優衣、髙橋ミナミ、稲川英里
2,12,128,4.0,5.777777777777778,69.68703703703703,327.5051756885091,恋心マスカレード,野村香菜子
2,13,63,6.0,8.88888888888889,78.57592592592592,336.394064577398,矛盾の月,小岩井ことり、郁原ゆう、南早紀
2,14,52,6.0,9.11111111111111,87.68703703703703,345.5051756885091,ショコラブル＊イブ,山崎はるか、藤井ゆきよ、小笠原早紀、夏川椎菜、駒形友梨
